cleaned_text,sentimen,text_without_stopwords,test_nltk,tokens
apakah benar begitu bang sepertinya bohong budaya kita kan menganggap kdrt urusan pribadi kalau urusan selangkangan yang seharusnya menjadi urusan pribadi justru menjadi urusan publik orang orang sekitar turun tangan tetapi tidak berbuat apa apa hanya bergosip saja tidak membantu untuk melaporkan ke lebih,negatif,benar bang sepertinya bohong budaya kan menganggap kdrt urusan pribadi urusan selangkangan seharusnya menjadi urusan pribadi justru menjadi urusan publik orang orang turun tangan berbuat apa apa bergosip membantu melaporkan lebih,bang bohong budaya menganggap kdrt urusan pribadi urusan selangkangan urusan pribadi urusan publik orang orang turun tangan berbuat bergosip membantu melaporkan,"['benar', 'bang', 'sepertinya', 'bohong', 'budaya', 'kan', 'menganggap', 'kdrt', 'urusan', 'pribadi', 'urusan', 'selangkangan', 'seharusnya', 'menjadi', 'urusan', 'pribadi', 'justru', 'menjadi', 'urusan', 'publik', 'orang', 'orang', 'turun', 'tangan', 'berbuat', 'apa', 'apa', 'bergosip', 'membantu', 'melaporkan', 'lebih']"
jika anda mengalami kasus kdrt segera lapor ke komnas ham danatau bikin thread di cuitanter,positif,anda mengalami kasus kdrt segera lapor komnas ham danatau bikin thread cuitanter,mengalami kdrt lapor komnas ham danatau bikin thread cuitanter,"['anda', 'mengalami', 'kasus', 'kdrt', 'segera', 'lapor', 'komnas', 'ham', 'danatau', 'bikin', 'thread', 'cuitanter']"
coba kalau polisi indonesia seperti begini tidak akan ada yang berani kdrt indonesia harus meninggal dulu baru ngomong mengapa tidak lapor polisi bla bla taii,negatif,coba polisi indonesia begini berani kdrt indonesia meninggal dulu baru ngomong lapor polisi bla bla taii,coba polisi indonesia berani kdrt indonesia meninggal ngomong lapor polisi bla bla taii,"['coba', 'polisi', 'indonesia', 'begini', 'berani', 'kdrt', 'indonesia', 'meninggal', 'dulu', 'baru', 'ngomong', 'lapor', 'polisi', 'bla', 'bla', 'taii']"
coba jika polisi di indonesia seperti ini tidak akan ada yang berani melakukan kdrt indonesia harus mengalami hal terburuk terlebih dahulu baru berbicara mengapa tidak melapor kepada polisi dan sebagainya,negatif,coba polisi indonesia berani melakukan kdrt indonesia mengalami terburuk terlebih baru berbicara melapor polisi sebagainya,coba polisi indonesia berani kdrt indonesia mengalami terburuk berbicara melapor polisi,"['coba', 'polisi', 'indonesia', 'berani', 'melakukan', 'kdrt', 'indonesia', 'mengalami', 'terburuk', 'terlebih', 'baru', 'berbicara', 'melapor', 'polisi', 'sebagainya']"
benar sekali saya pernah menolong korban kdrt dia kabur dari rumah dalam kondisi jidat benjol penuh memar tanpa alas kaki sangat kasihan anaknya ditinggal di rumah karena dia sudah panik duluan takut dibunuh saya melapor ke pak rumah tangga kemudian pak rumah tangga memanggil polisi tetapi polisi justru mengembalikan dia kepada suaminya anjing,negatif,benar sekali pernah menolong korban kdrt kabur rumah kondisi jidat benjol penuh memar alas kaki sangat kasihan anaknya ditinggal rumah panik duluan takut dibunuh melapor pak rumah tangga kemudian pak rumah tangga memanggil polisi polisi justru mengembalikan suaminya anjing,menolong korban kdrt kabur rumah kondisi jidat benjol penuh memar alas kaki kasihan anaknya ditinggal rumah panik duluan takut dibunuh melapor rumah tangga rumah tangga memanggil polisi polisi mengembalikan suaminya anjing,"['benar', 'sekali', 'pernah', 'menolong', 'korban', 'kdrt', 'kabur', 'rumah', 'kondisi', 'jidat', 'benjol', 'penuh', 'memar', 'alas', 'kaki', 'sangat', 'kasihan', 'anaknya', 'ditinggal', 'rumah', 'panik', 'duluan', 'takut', 'dibunuh', 'melapor', 'pak', 'rumah', 'tangga', 'kemudian', 'pak', 'rumah', 'tangga', 'memanggil', 'polisi', 'polisi', 'justru', 'mengembalikan', 'suaminya', 'anjing']"
betul kan pernah masuk berita itu kdrt dan diancam mau dibunuh terus lapor polisi eh malah disuruh damai pas balik di rumah oleh lakinya dibunuh,negatif,betul kan pernah masuk berita kdrt diancam mau dibunuh terus lapor polisi eh disuruh damai pas balik rumah lakinya dibunuh,masuk berita kdrt diancam dibunuh lapor polisi eh disuruh damai pas rumah lakinya dibunuh,"['betul', 'kan', 'pernah', 'masuk', 'berita', 'kdrt', 'diancam', 'mau', 'dibunuh', 'terus', 'lapor', 'polisi', 'eh', 'disuruh', 'damai', 'pas', 'balik', 'rumah', 'lakinya', 'dibunuh']"
kalau di indonesia lapor kdrt biasanya mah untunguntungan antara ditanggapi sama diabaikan tidak langsung gerak cepat seperti di luar negeri,negatif,indonesia lapor kdrt biasanya untunguntungan ditanggapi sama diabaikan langsung gerak cepat luar negeri,indonesia lapor kdrt untunguntungan ditanggapi diabaikan langsung gerak cepat negeri,"['indonesia', 'lapor', 'kdrt', 'biasanya', 'untunguntungan', 'ditanggapi', 'sama', 'diabaikan', 'langsung', 'gerak', 'cepat', 'luar', 'negeri']"
cowok lapor polisi jadi korban kdrt dan sebagainya dikatakan cowok lemah giliran cewek yang laporan jadi korban pada berlomba lomba jadi pahlawan sungguh rumit jadi laki,negatif,cowok lapor polisi korban kdrt sebagainya dikatakan cowok lemah giliran cewek laporan korban berlomba lomba pahlawan sungguh rumit laki,cowok lapor polisi korban kdrt cowok lemah giliran cewek laporan korban berlomba lomba pahlawan sungguh rumit laki,"['cowok', 'lapor', 'polisi', 'korban', 'kdrt', 'sebagainya', 'dikatakan', 'cowok', 'lemah', 'giliran', 'cewek', 'laporan', 'korban', 'berlomba', 'lomba', 'pahlawan', 'sungguh', 'rumit', 'laki']"
harapannya kalau sudah lapor polisi terus polisi nya melakukan apa wong yang kdrt saja disuruh damai kok,negatif,harapannya lapor polisi terus polisi nya melakukan apa wong kdrt disuruh damai kok,harapannya lapor polisi polisi nya kdrt disuruh damai,"['harapannya', 'lapor', 'polisi', 'terus', 'polisi', 'nya', 'melakukan', 'apa', 'wong', 'kdrt', 'disuruh', 'damai', 'kok']"
kalau arahannya suruh lapor polisi kdrt bisa itu agar ada jeranya mereka,negatif,arahannya suruh lapor polisi kdrt ada jeranya,arahannya suruh lapor polisi kdrt jeranya,"['arahannya', 'suruh', 'lapor', 'polisi', 'kdrt', 'ada', 'jeranya']"
tidak jarang kasus kdrt yang tetangganya tahu tiap hari ribut giliran si istri meninggal baru deh berbicara ini sih yang aneh,negatif,jarang kasus kdrt tetangganya tahu hari ribut giliran si istri meninggal baru berbicara sih aneh,jarang kdrt tetangganya ribut giliran si istri meninggal berbicara sih aneh,"['jarang', 'kasus', 'kdrt', 'tetangganya', 'tahu', 'hari', 'ribut', 'giliran', 'si', 'istri', 'meninggal', 'baru', 'berbicara', 'sih', 'aneh']"
semoga permasalahannya cepat selesai ya kak kalau mau kasih sanksi sosial jangan ceweknya doang kak suaminya juga,positif,semoga permasalahannya cepat selesai kak mau kasih sanksi sosial jangan ceweknya doang kak suaminya,semoga permasalahannya cepat selesai kak kasih sanksi sosial ceweknya doang kak suaminya,"['semoga', 'permasalahannya', 'cepat', 'selesai', 'kak', 'mau', 'kasih', 'sanksi', 'sosial', 'jangan', 'ceweknya', 'doang', 'kak', 'suaminya']"
oke semoga tidak apa apa ya selanjutnya mungkin bisa langsung lapor polisi kali ya jaga jaga kalau berujung ke kdrt,positif,oke semoga apa apa selanjutnya mungkin langsung lapor polisi kali jaga jaga berujung kdrt,oke semoga langsung lapor polisi kali jaga jaga berujung kdrt,"['oke', 'semoga', 'apa', 'apa', 'selanjutnya', 'mungkin', 'langsung', 'lapor', 'polisi', 'kali', 'jaga', 'jaga', 'berujung', 'kdrt']"
nanti kalau dihantam balik lapor kdrt ke manamana padahal dia yang toksik dulu,negatif,dihantam balik lapor kdrt manamana padahal toksik dulu,dihantam lapor kdrt manamana toksik,"['dihantam', 'balik', 'lapor', 'kdrt', 'manamana', 'padahal', 'toksik', 'dulu']"
cowok kalau terkena kdrt lalu lapor polisi mah diketawai haha,negatif,cowok terkena kdrt lalu lapor polisi diketawai haha,cowok terkena kdrt lapor polisi diketawai haha,"['cowok', 'terkena', 'kdrt', 'lalu', 'lapor', 'polisi', 'diketawai', 'haha']"
mbak tifa mengapa mbak kalau terkena kdrt bisa lapor ke komnas perempuan mbak visum di rscm dulu bisa mbak gratis,positif,mbak tifa mbak terkena kdrt lapor komnas perempuan mbak visum rscm dulu mbak gratis,mbak tifa mbak terkena kdrt lapor komnas perempuan mbak visum rscm mbak gratis,"['mbak', 'tifa', 'mbak', 'terkena', 'kdrt', 'lapor', 'komnas', 'perempuan', 'mbak', 'visum', 'rscm', 'dulu', 'mbak', 'gratis']"
pernah terkena kdrt bapakku dulu pas masih hidup dicekik digigit kepala dihantam ke tembok sudah visum lapor polisi komnas perlindungan perempuan dan anak tahu tidak ujungnya apa disuruh damai,negatif,pernah terkena kdrt bapakku dulu pas hidup dicekik digigit kepala dihantam tembok visum lapor polisi komnas perlindungan perempuan anak tahu ujungnya apa disuruh damai,terkena kdrt bapakku pas hidup dicekik digigit kepala dihantam tembok visum lapor polisi komnas perlindungan perempuan anak ujungnya disuruh damai,"['pernah', 'terkena', 'kdrt', 'bapakku', 'dulu', 'pas', 'hidup', 'dicekik', 'digigit', 'kepala', 'dihantam', 'tembok', 'visum', 'lapor', 'polisi', 'komnas', 'perlindungan', 'perempuan', 'anak', 'tahu', 'ujungnya', 'apa', 'disuruh', 'damai']"
teman saya melapor setelah mengalami kdrt sudah dalam kondisi memar tetapi katanya masih belum bisa membuat laporan harus benar benar dalam kondisi parah dulu dan jika memang ingin ditangani harus ada sejumlah uang hahaha,negatif,teman melapor mengalami kdrt kondisi memar katanya membuat laporan benar benar kondisi parah dulu jika ditangani ada sejumlah uang hahaha,teman melapor mengalami kdrt kondisi memar laporan kondisi parah ditangani uang hahaha,"['teman', 'melapor', 'mengalami', 'kdrt', 'kondisi', 'memar', 'katanya', 'membuat', 'laporan', 'benar', 'benar', 'kondisi', 'parah', 'dulu', 'jika', 'ditangani', 'ada', 'sejumlah', 'uang', 'hahaha']"
nah singkatnya pak abid ini sudah nikah sama bu futika tetapi cerai karena beberapa kasus dan salah satunya kdrt sampai keguguran pendarahan sudah lapor gaada hasil suram,negatif,singkatnya pak abid nikah sama bu futika cerai beberapa kasus salah satunya kdrt keguguran pendarahan lapor gaada hasil suram,singkatnya abid nikah bu futika cerai salah satunya kdrt keguguran pendarahan lapor gaada hasil suram,"['singkatnya', 'pak', 'abid', 'nikah', 'sama', 'bu', 'futika', 'cerai', 'beberapa', 'kasus', 'salah', 'satunya', 'kdrt', 'keguguran', 'pendarahan', 'lapor', 'gaada', 'hasil', 'suram']"
manteman ini mbanya kasihan banget tolong bantu viralin ya oknum polisi kdrt istrinya sampai keguguran mbanya sudah coba lapor tetapi belum ditanggapi sampai sekarang,negatif,manteman mbanya kasihan banget bantu viralin oknum polisi kdrt istrinya keguguran mbanya coba lapor ditanggapi sekarang,manteman mbanya kasihan banget tolong bantu viralin oknum polisi kdrt istrinya keguguran mbanya coba lapor ditanggapi,"['manteman', 'mbanya', 'kasihan', 'banget', 'bantu', 'viralin', 'oknum', 'polisi', 'kdrt', 'istrinya', 'keguguran', 'mbanya', 'coba', 'lapor', 'ditanggapi', 'sekarang']"
bukannya diarahin buat lapor polisi malah dikontenin,negatif,bukannya diarahin buat lapor polisi dikontenin,diarahin lapor polisi dikontenin,"['bukannya', 'diarahin', 'buat', 'lapor', 'polisi', 'dikontenin']"
kekerasan dalam rumah tangga perselingkuhan dan kebiasaan mabuk bukanlah aib kamu tidak tahu rasanya menjadi korban yang tidak bisa berbuat apa apa ingin melapor pun takut kejadiannya malah makin parah ditambah lagi jika laporan tidak ditindaklanjuti dan justru disuruh berdamai dengan pelaku mengapa hal seperti ini saja masih belum dipahami,negatif,kekerasan rumah tangga perselingkuhan kebiasaan mabuk bukanlah aib tahu rasanya menjadi korban berbuat apa apa melapor takut kejadiannya makin parah ditambah jika laporan ditindaklanjuti justru disuruh berdamai pelaku hal dipahami,kekerasan rumah tangga perselingkuhan kebiasaan mabuk aib korban berbuat melapor takut kejadiannya parah ditambah laporan ditindaklanjuti disuruh berdamai pelaku dipahami,"['kekerasan', 'rumah', 'tangga', 'perselingkuhan', 'kebiasaan', 'mabuk', 'bukanlah', 'aib', 'tahu', 'rasanya', 'menjadi', 'korban', 'berbuat', 'apa', 'apa', 'melapor', 'takut', 'kejadiannya', 'makin', 'parah', 'ditambah', 'jika', 'laporan', 'ditindaklanjuti', 'justru', 'disuruh', 'berdamai', 'pelaku', 'hal', 'dipahami']"
sudah berapa banyak perempuan di indonesia yang meninggal akibat kekerasan dalam rumah tangga mereka tidak berani bicara tidak ada keluarga yang tahu bahkan saat melapor ke pihak berwajib penanganannya pun lambat seolah semuanya baru akan berjalan jika sudah viral,negatif,berapa banyak perempuan indonesia meninggal akibat kekerasan rumah tangga berani bicara ada keluarga tahu melapor pihak berwajib penanganannya lambat semuanya baru berjalan viral,perempuan indonesia meninggal akibat kekerasan rumah tangga berani bicara keluarga melapor berwajib penanganannya lambat berjalan viral,"['berapa', 'banyak', 'perempuan', 'indonesia', 'meninggal', 'akibat', 'kekerasan', 'rumah', 'tangga', 'berani', 'bicara', 'ada', 'keluarga', 'tahu', 'melapor', 'pihak', 'berwajib', 'penanganannya', 'lambat', 'semuanya', 'baru', 'berjalan', 'viral']"
eh dasar bajingan dia merekam video itu juga bisa dijadikan bukti saat melapor ke polisi bahwa suaminya melakukan kekerasan dalam rumah tangga menyebut orang lain miris justru lebih miris kamu dengan pendapat yang tidak masuk akal seperti ini,negatif,eh dasar bajingan merekam video dijadikan bukti melapor polisi suaminya melakukan kekerasan rumah tangga menyebut orang miris justru lebih miris pendapat masuk akal,eh dasar bajingan merekam video dijadikan bukti melapor polisi suaminya kekerasan rumah tangga menyebut orang miris miris pendapat masuk akal,"['eh', 'dasar', 'bajingan', 'merekam', 'video', 'dijadikan', 'bukti', 'melapor', 'polisi', 'suaminya', 'melakukan', 'kekerasan', 'rumah', 'tangga', 'menyebut', 'orang', 'miris', 'justru', 'lebih', 'miris', 'pendapat', 'masuk', 'akal']"
orang kaya begini yang bikin korban kdrt takut lapor harus sampai mati dulu ya baru bisa ditindak,negatif,orang kaya begini bikin korban kdrt takut lapor mati dulu baru ditindak,orang kaya bikin korban kdrt takut lapor mati ditindak,"['orang', 'kaya', 'begini', 'bikin', 'korban', 'kdrt', 'takut', 'lapor', 'mati', 'dulu', 'baru', 'ditindak']"
tidak mengerti dengan perempuan itu juga sudah suami melakukan kekerasan dalam rumah tangga tetapi tidak mau melapor ke polisi atau setidaknya bercerai alasannya kasihan ayah dari anak anak tetapi memang banyak perempuan yang seperti ini seolah menikmati disiksa tetapi tetap saja dia bercerita ke orang orang bahwa dia dianiaya dan ketika diberi saran juga tidak mempan,negatif,mengerti perempuan suami melakukan kekerasan rumah tangga mau melapor polisi setidaknya bercerai alasannya kasihan ayah anak anak banyak perempuan seperti seolah menikmati disiksa tetap bercerita orang orang dianiaya diberi saran mempan,mengerti perempuan suami kekerasan rumah tangga melapor polisi bercerai alasannya kasihan ayah anak anak perempuan menikmati disiksa bercerita orang orang dianiaya saran mempan,"['mengerti', 'perempuan', 'suami', 'melakukan', 'kekerasan', 'rumah', 'tangga', 'mau', 'melapor', 'polisi', 'setidaknya', 'bercerai', 'alasannya', 'kasihan', 'ayah', 'anak', 'anak', 'banyak', 'perempuan', 'seperti', 'seolah', 'menikmati', 'disiksa', 'tetap', 'bercerita', 'orang', 'orang', 'dianiaya', 'diberi', 'saran', 'mempan']"
ada istri yang jadi korban kdrt lapor ke pihak berwajib malah jadi tersangka belum lagi biayanya nanti ribet,negatif,istri korban kdrt lapor pihak berwajib tersangka biayanya ribet,istri korban kdrt lapor berwajib tersangka biayanya ribet,"['istri', 'korban', 'kdrt', 'lapor', 'pihak', 'berwajib', 'tersangka', 'biayanya', 'ribet']"
temanku juga mengalami kekerasan dalam rumah tangga melapor ke bhabinkamtibmas polisi tetapi hanya disuruh menyelesaikan secara baik baik dan diminta untuk tidak sampai bercerai sungguh tidak masuk akal menurutku,negatif,temanku mengalami kekerasan rumah tangga melapor bhabinkamtibmas polisi disuruh menyelesaikan baik baik diminta bercerai sungguh masuk akal menurutku,temanku mengalami kekerasan rumah tangga melapor bhabinkamtibmas polisi disuruh menyelesaikan bercerai sungguh masuk akal menurutku,"['temanku', 'mengalami', 'kekerasan', 'rumah', 'tangga', 'melapor', 'bhabinkamtibmas', 'polisi', 'disuruh', 'menyelesaikan', 'baik', 'baik', 'diminta', 'bercerai', 'sungguh', 'masuk', 'akal', 'menurutku']"
depan anaknya loh tolong bantu mbak nya buat lapor polisi agar dipenjara seumur hidup sekalian beraniberaninya kdrt depan bayi,negatif,depan anaknya loh bantu mbak nya buat lapor polisi dipenjara seumur hidup sekalian beraniberaninya kdrt depan bayi,anaknya loh tolong bantu mbak nya lapor polisi dipenjara seumur hidup beraniberaninya kdrt bayi,"['depan', 'anaknya', 'loh', 'bantu', 'mbak', 'nya', 'buat', 'lapor', 'polisi', 'dipenjara', 'seumur', 'hidup', 'sekalian', 'beraniberaninya', 'kdrt', 'depan', 'bayi']"
kalau di luar negeri ketika melapor kekerasan dalam rumah tangga polisi pasti langsung datang ke rumah dua orang polisi untuk menangani atau setidaknya meminta keterangan apakah mau dilanjutkan atau membuat perjanjian sedangkan di sini harus menunggu ada yang meninggal terlebih dahulu,negatif,luar negeri melapor kekerasan rumah tangga polisi langsung datang rumah orang polisi menangani setidaknya meminta keterangan mau dilanjutkan membuat perjanjian sini menunggu meninggal terlebih,negeri melapor kekerasan rumah tangga polisi langsung rumah orang polisi menangani keterangan dilanjutkan perjanjian menunggu meninggal,"['luar', 'negeri', 'melapor', 'kekerasan', 'rumah', 'tangga', 'polisi', 'langsung', 'datang', 'rumah', 'orang', 'polisi', 'menangani', 'setidaknya', 'meminta', 'keterangan', 'mau', 'dilanjutkan', 'membuat', 'perjanjian', 'sini', 'menunggu', 'meninggal', 'terlebih']"
pantasnya pelaku kdrt dikebiri saja dehsudah sering terjadi dan adik saya juga korban kdrt tetapi adik saya berani lawan lapor ke polisi,negatif,pantasnya pelaku kdrt dikebiri dehsudah sering terjadi adik korban kdrt adik berani lawan lapor polisi,pantasnya pelaku kdrt dikebiri dehsudah adik korban kdrt adik berani lawan lapor polisi,"['pantasnya', 'pelaku', 'kdrt', 'dikebiri', 'dehsudah', 'sering', 'terjadi', 'adik', 'korban', 'kdrt', 'adik', 'berani', 'lawan', 'lapor', 'polisi']"
